artist,song
Migos,Too Much Jewelry
Kehlani,Can I
Rihanna,Don't Stop The Music
Trippie Redd,Snake Skin
BTS,My Time
Future,Worst Day
Meek Mill,Monster
Dave,Wanna Know Remix
Lady Gaga,Alice
Chance the Rapper,Eternal
Dean Martin,White Christmas
The Weeknd,Phantom Regret by Jim
Glades,Do Right
Lil Uzi Vert,Demon High
Kid Ink,Ride Out
Future,Real Baby Pluto
XXXTENTACION,Ex Bitch
OneRepublic,Kids
Enrique Iglesias,EL BAÃO
Brent Faiyaz,PRICE OF FAME
Bad Bunny,LA DROGA
Trippie Redd,YELL OH
Jack Harlow,I Got A Shot
French Montana,Bring Dem Things
Lil Uzi Vert,Go Off
Wale,Colombia Heights (Te Llamo)
Lil Tjay,Zoo York
Bryson Tiller,Right My Wrongs
Pop Smoke,Snitching
Polo G,Toxic
Blake Shelton,Lonely Tonight
Lil Wayne,Mahogany
Kanye West,Low Lights
Lil Baby,Forever
Lil Baby,Grace
A Boogie Wit da Hoodie,Stain
A Boogie Wit da Hoodie,Water (Drowning Pt. 2)
Kanye West,Clique
Meek Mill,Respect The Game
Jack Harlow,Side Piece
Future,WE JUS WANNA GET HIGH
A$AP Rocky,Excuse Me
MadeinTYO,I Want
Logic,America
Metro Boomin,Up To Something
Ty Dolla $ign,Darkside
Drake,Trust Issues
Playboi Carti,Vamp Anthem
Doja Cat,Payday
DaBaby,CAN'T STOP
Lil Baby,U-Digg
Juice WRLD,Feel Alone
One Direction,Long Way Down
Playboi Carti,Go2DaMoon
Doja Cat,Naked
Meek Mill,Tic Tac Toe
Lorde,Mood Ring
The Weeknd,The Hills
Future,VOODOO
21 Savage,Still Serving
Wyclef Jean,Divine Sorrow
Taylor Swift,Donât You (Taylorâs Version) (From The Vault)
A Tribe Called Quest,We The People....
alt-J,Left Hand Free
Selena Gomez,Vulnerable
Alessia Cara,Seventeen
Kendrick Lamar,untitled 01 | 08.19.2014.
DJ Khaled,Do You Mind
Reik,Me Niego
Kanye West,Jesus Lord pt 2
Lil Baby,Stand On It
Taylor Swift,We Were Happy (Taylorâs Version) (From The Vault)
BTS,Louder than bombs
Miley Cyrus,You
Trippie Redd,!
Pop Smoke,Bad Bitch From Tokyo (Intro)
Juice WRLD,Until The Plug Comes Back Around
N.E.R.D,Lemon
A$AP Rocky,D.M.B.
Joji,BLAHBLAHBLAH DEMO
Labrinth,Jealous
BROCKHAMPTON,NO HALO
DaBaby,PROLLY HEARD
Playboi Carti,New N3on
Tinashe,Player
Kygo,Raging
Trippie Redd,Hate Me
NAV,Young Wheezy
Lil Nas X,LIFE AFTER SALEM
Kesha,Hymn
YG,In The Dark
Quavo,BIGGEST ALLEY OOP
"Tyler, The Creator",MOMMA TALK
"Tyler, The Creator",BLESSED
Lady Gaga,Free Woman
Nate Ruess,Nothing Without Love
Shawn Mendes,Something Big
Miguel,Coffee (F***ing)
Jack Harlow,Talk Of The Town
Fetty Wap,Make You Feel Good
Playboi Carti,M3tamorphosis
21 Savage,Said N Done
Rex Orange County,OPEN A WINDOW
Dreamville,Stick
Chance the Rapper,We Go High
Metro Boomin,Lesbian
J. Cole,False Prophets
Khalid,Bluffin'
Solange,Almeda
Trippie Redd,BANG!
Belly,Better Believe
Mac Miller,Donald Trump
J. Cole,High For Hours
Polo G,Painting Pictures
Big Sean,Paradise
XXXTENTACION,Pain = BESTFRIEND
Megan Thee Stallion,Circles
Kendrick Lamar,Institutionalized
21 Savage,Darth Vader
FLETCHER,War Paint
Kendrick Lamar,These Walls
Gunna,TOP FLOOR
Meek Mill,1942 Flows
Logic,Hallelujah
Drake,Dreams Money Can Buy
YG,SWAG
Nick Jonas,Bom Bidi Bom
Miranda Lambert,Somethin' Bad
Nas,Cops Shot The Kid
The Chainsmokers,Inside Out
Trippie Redd,MP5
Logic,Lord Willin'
Rod Wave,Yungen
BTS,Fly To My Room
Huncho Jack,Saint Laurent Mask
Ed Sheeran,I'm a Mess
Lil Peep,Sex with My Ex
Joji,Tick Tock
JAY-Z,Oceans
Brenda Lee,Rockin' Around the Christmas Tree
Polo G,No Time Wasted
Britney Spears,Work B**ch
Dreamville,Wells Fargo
Trippie Redd,Danny Phantom
BLACKPINK,Typa Girl
Billie Eilish,OverHeated
Eminem,Like Home
Lorde,Yellow Flicker Beat
LunchMoney Lewis,Whip It!
Ed Sheeran,Put It All on Me
"Tyler, The Creator",STUNTMAN
NF,Leave Me Alone
Trippie Redd,Forever Ever
Quavo,RERUN
Ski Mask The Slump God,Burn The Hoods
Tory Lanez,LA Confidential
Mumford & Sons,I Will Wait
Logic,Ink Blot
Drake,Worst Behavior
Rihanna,S&M
Logic,YSIV
A$AP Rocky,Tony Tone
Polo G,Clueless
Logic,The Jam
Melanie Martinez,NYMPHOLOGY
Kacey Musgraves,simple times
Doja Cat,Love To Dream
Kevin Gates,Know Better
BTS,Blue & Grey
21 Savage,Intro
Steve Lacy,Sunshine
Bad Bunny,SORRY PAPI
K CAMP,Lil Bit
King Von,The Code
BTS,Intro : Persona
Selena Gomez,Crowded Room
BTS,Telepathy
Taylor Swift,The Best Day (Taylorâs Version)
Migos,Fight Night
DaBaby,SAD SH*T
blackbear,idfc
Nicki Minaj,Fractions
Eminem,From The D 2 The LBC
Mustard,Whole Lotta Lovin'
XXXTENTACION,Introduction
Tyler Childers,Lady May
Meek Mill,Trauma
Lil Baby,Get Ugly
Panic! At The Disco,Roaring 20s
Jack Harlow,Like A Blade Of Grass
$uicideboy$,Genesis
KAROL G,TUS GAFITAS
Pop Smoke,West Coast Shit
Ed Sheeran,1000 Nights
Halsey,3am
DaBaby,DROP
Lil Baby,Crush A Lot
Lil Baby,Belly (Lil Baby & Gunna)
BTS,00:00 (Zero OâClock)
ZAYN,Better
Lil Yachty,BABY DADDY
Future,Transformer
Tame Impala,One More Year
Bing Crosby,It's Beginning To Look Like Christmas
Metro Boomin,10AM/Save The World
Meek Mill,Check
Future,Red Bentley
blink-182,EDGING
Frank Ocean,Biking
Jeremih,Tonight Belongs To U!
BTS,Dream Glow (BTS World Original Soundtrack)
DaBaby,THERE HE GO
Twenty One Pilots,Smithereens
Justin Timberlake,Man of the Woods
A$AP Rocky,Buck Shots
Fivio Foreign,Paris to Tokyo
Logic,Soul Food II
JAY-Z,Picasso Baby
YoungBoy Never Broke Again,No Where
TOMORROW X TOGETHER,Sugar Rush Ride
TiÃ«sto,Secrets
Lil Nas X,Old Town Road
Ed Sheeran,Visiting Hours
Justin Bieber,Confirmation
Coldplay,Christmas Lights
Bad Bunny,ANTES QUE SE ACABE
Juice WRLD,Syphilis
XXXTENTACION,love yourself (interlude)
NF,MOTTO
Trippie Redd,Demon Time
Destroy Lonely,if looks could kill
Michael BublÃ©,Christmas (Baby Please Come Home)
BTS,Dis-ease
Twenty One Pilots,Neon Gravestones
Metro Boomin,Borrowed Love
Jack Harlow,Poison
Miley Cyrus,D.R.E.A.M.
Trippie Redd,I Tried Loving
HARDY,wait in the truck
Khalid,Alive
John Mayer,Shot in the Dark
Trippie Redd,Super Cell
Bad Bunny,120
Bad Bunny,<3
Young Thug,Mannequin Challenge
GoldLink,Crew REMIX
Offset,Lick
Avicii,Tough Love
Ty Dolla $ign,Ex
Benny The Butcher,Johnny P's Caddy
Bruno Mars,Silk Sonic Intro
Future,Trapped In The Sun
Swedish House Mafia,Don't You Worry Child
Pop Smoke,Coupe
Lil Peep,Life is Beautiful
BTS,Butter
Mike WiLL Made-It,What That Speed Bout!?
Meek Mill,24/7
BLACKPINK,Pretty Savage
Thomas Rhett,Star Of The Show
Panic! At The Disco,Dancing's Not A Crime
Lil Baby,I Am (Lil Baby & Gunna)
DJ Khaled,Jealous
Justin Bieber,Changes
Taylor Swift,Change (Taylorâs Version)
James Blake,Mile High
XXXTENTACION,vice city
DJ Snake,Selfish Love
Young Thug,Memo
A$AP Rocky,Distorted Records
Eminem,Remind Me
Connie Francis,Winter Wonderland
Jonas Brothers,Rollercoaster
Meek Mill,Championships
Rihanna,Higher
Lil Adrei,Burberry faygo
DaBaby,TALK ABOUT IT
DMX,Party Up
Ski Mask The Slump God,Unbothered
Waka Flocka Flame,No Hands
Meek Mill,Pay You Back
5 Seconds of Summer,Jet Black Heart
Isaiah Rashad,From The Garden
Jason Aldean,Lights Come On
Travis Scott,A-Team
Logic,Mama/Show Love
Khalid,American Teen
Ariana Grande,Last Christmas
Jawsh 685,Savage Love (Laxed â Siren Beat) [BTS Remix]
Mac Miller,My Favorite Part
Justin Bieber,Take It Out On Me
Post Malone,Waiting For A Miracle
Joji,Pretty Boy
Playboi Carti,R.I.P.
OMI,Cheerleader
Taylor Swift,Jump Then Fall (Taylorâs Version)
2 Chainz,Momma I Hit A Lick
Trippie Redd,Together
Billie Eilish,Everybody Dies
Lil Baby,On Me (Remix)
Bad Bunny,TRELLAS
Trippie Redd,DARK BROTHERHOOD
Nicki Minaj,Majesty
Carrie Underwood,Church Bells
Miley Cyrus,Violet Chemistry
2 Chainz,Big Amount
DJ Khaled,Weather the Storm
Melanie Martinez,SPIDER WEB
Selena Gomez,Dance Again
Juice WRLD,Demonz
One Direction,18
Chance the Rapper,Slide Around
Future,31 DAYS
Twenty One Pilots,Saturday
Andrew Andraos,Amazing Grace
Future,Marni On Me
"Tyler, The Creator","BOYFRIEND, GIRLFRIEND (2020 Demo)"
Phillip Phillips,"Gone, Gone, Gone"
Rich The Kid,Money Talk
Playboi Carti,Rockstar Made
Logic,Anziety
Huncho Jack,Go
Yo Gotti,Rake It Up
Joji,Afterthought
Jonas Brothers,Used To Be
Future,7 Am Freestyle
Migos,Too Playa
YoungBoy Never Broke Again,Flossin (Bonus)
Dillon Francis,Get Low
21 Savage,4L
6LACK,Know My Rights
6LACK,Balenciaga Challenge
The Weeknd,In Your Eyes
Justin Bieber,E.T.A.
"Tyler, The Creator",HEAVEN TO ME
Polo G,Party Lyfe
Lil Baby,No Sucker
BTS,IDOL
Taylor Swift,Bye Bye Baby (Taylorâs Version) (From The Vault)
Polo G,Young N Dumb
Lana Del Rey,Cinnamon Girl
Trippie Redd,Love Sick
Polo G,Boom
Logic,The Glorious Five
Trippie Redd,Loyalty Before Royalty
Meek Mill,Splash Warning
Gunna,Same Yung Nigga
Summer Walker,Ex For A Reason
Ski Mask The Slump God,LA LA
Frank Ocean,Dear April (Side A
Lil Durk,Finesse Out The Gang Way
Tame Impala,Patience
Luke Combs,What You See Is What You Get
Chris Lane,Fix
Lil Baby,How
Young Stoner Life,Came and Saw
Diplo,Wish
Lil Wayne,Mama Mia
$uicideboy$,I Dream of Chrome
Big Red Machine,Renegade
Chance the Rapper,Ballin Flossin
Pusha T,Dreamin Of The Past
Gucci Mane,Love Thru The Computer
Dreamville,LamboTruck
Summer Walker,Bitter
Bryson Tiller,Don't Get Too High
Juice WRLD,ON GOD
Chance the Rapper,Work Out
Miley Cyrus,Muddy Feet
Kygo,I'll Wait
Future,Million Dollar Play
Megan Thee Stallion,Pressurelicious
Melanie Martinez,LIGHT SHOWER
NF,JUST LIKE YOU
Gucci Mane,BiPolar
Paramore,This Is Why
Kendrick Lamar,u
Meek Mill,Almost Slipped
Mumford & Sons,The Wolf
Eminem,Chloraseptic
Taylor Swift,Forever & Always (Piano Version) (Taylorâs Version)
Billie Eilish,Not My Responsibility
Young Thug,Tick Tock
Bad Bunny,Puesto Pa' Guerrial
Anitta,Me Gusta
BTS,The Truth Untold
Logic,Ordinary Day (ft. Hailee Steinfeld)
Trippie Redd,Big 14
Marshmello,Grown Man
DJ Khaled,USE THIS GOSPEL
Dominic Fike,Elliot's Song
Rihanna,Rude Boy
Miley Cyrus,Unholy
"Tyler, The Creator",WHAT A DAY
Tory Lanez,MiAMi
Lil Uzi Vert,How To Talk
Huncho Jack,Moon Rock
Khalid,Heaven
Taylor Swift,Today Was A Fairytale (Taylorâs Version)
Machine Gun Kelly,all I know
$uicideboy$,Fucking Your Culture
Polo G,Beautiful Pain (Losin My Mind)
Bas,Tribe
Eminem,Bad Husband
Post Malone,Up There
Logic,Self Medication
Jack Harlow,Parent Trap
Migos,Crown the Kings
Pusha T,Infrared
JACKBOYS,JACKBOYS
Ed Sheeran,Feels
A Boogie Wit da Hoodie,Thug Love
Eminem,Survival
Lil Baby,Forever
$uicideboy$,1000 Blunts
BIA,LONDON
Future,No Cap
Kelly Clarkson,Under The Mistletoe
Sam Smith,Nothing Left For You
Trippie Redd,Molly Hearts
BTS,Stay
KAROL G,GUCCI LOS PAÃOS
Brent Faiyaz,ROLLING STONE
Melanie Martinez,FAERIE SOIRÃE
Young Thug,Sup Mate
Juice WRLD,Out My Way
Megan Thee Stallion,Diamonds
Gunna,idk that bitch
88-Keys,That's Life
Offset,Wild Wild West
Yeat,How it go
Twenty One Pilots,The Hype
Carnage,I Like Tuh
Lady Gaga,Fun Tonight
Lil Baby,Deep End (Lil Baby & Gunna)
6LACK,East Atlanta Love Letter
Lil Skies,Nowadays Pt. 2
G-Eazy,Drop
Keith Urban,The Fighter
Jack Harlow,Lil Secret
Lana Del Rey,Watercolor Eyes
Dua Lipa,Levitating
BTS,We are Bulletproof : the Eternal
Metro Boomin,Only You
One Direction,Stockholm Syndrome
Gunna,BLINDFOLD
DJ Khaled,You Stay
Kanye West,New Slaves
DaBaby,CHAMPION
Brent Faiyaz,ADDICTIONS (FEAT. Tre' Amani)
Big Sean,ZTFO
Huncho Jack,How U Feel
Anuel AA,Keii
Lil Yachty,BOOM!
Taylor Swift,Untouchable (Taylorâs Version)
The Chainsmokers,Kills You Slowly
Migos,Beast
NAV,Codeine
Trippie Redd,Fire Starter
Demi Lovato,Let It Go
Future,Sleeping On The Floor
BTS,Friends
Juice WRLD,My Life In A Nutshell
Melanie Martinez,BATTLE OF THE LARYNX
NLE Choppa,Forever
Trippie Redd,FULLY LOADED
BROCKHAMPTON,BOY BYE
Lil Tjay,Go In
R. Kelly,Ignition
Lil Baby,Word On The Street
Future,BACK TO THE BASICS
Tame Impala,Instant Destiny
Tyga,MAMACITA
iann dior,V12
Juice WRLD,Desire
XXXTENTACION,Riot
Mustard,100 Bands
Brent Faiyaz,GHETTO GATSBY (FEAT. ALICIA KEYS)
Bad Bunny,Hablamos MaÃ±ana
Kristen Bell,For the First Time in Forever
Eminem,Guts Over Fear
Playboi Carti,Place
Summer Walker,Throw It Away
Nas,Not For Radio
Lil Baby,Global
Lil Baby,Still Runnin
Young Thug,Just How It Is
A$AP Rocky,Gunz N Butter
The Chainsmokers,Honest
Lil Baby,Perfect Timing
Morgan Wallen,Blame It On Me
Playboi Carti,Over
BTS,Inner Child
J Balvin,Amarillo
Lorde,Supercut
Playboi Carti,Beno!
Metro Boomin,Only 1 (Interlude)
Logic,man i is
Gunna,south to west
Morgan Wallen,Me On Whiskey
Pusha T,Hard Piano
Childish Gambino,California
PARTYNEXTDOOR,Her Way
Morgan Wallen,Beer Donât
ScHoolboy Q,Dope Dealer
Dan + Shay,Take Me Home For Christmas
Rita Ora,Poison
Trippie Redd,The Way
Selena Gomez,Ring
Calvin Harris,Prayers Up
XXXTENTACION,The Explanation
Trey Lewis,Dicked Down in Dallas
Huncho Jack,Where U From
ScHoolboy Q,CrasH
5 Seconds of Summer,Girls Talk Boys
Solange,Cranes in the Sky
iann dior,thought it was
Russ,NASTY
A Boogie Wit da Hoodie,Luv Is Art
Tate McRae,uh oh
Lorde,Sober
Future,Ridin Strikers
Young Thug,Stressed
Lil Baby,2040
Logic,Celebration
Megan Thee Stallion,Movie
M83,Midnight City
Charlie Puth,That's Hilarious
Khalid,New Normal
Jonas Brothers,Love Her
21 Savage,pad lock
Twenty One Pilots,Levitate
A$AP Rocky,OG Beeper
Meek Mill,Intro (Hate On Me)
Logic,One Day (ft. Ryan Tedder)
Lady Gaga,Plastic Doll
Trippie Redd,Bird Shit
DaBaby,NASTY
Trippie Redd,A.L.L.T.Y. 3
6ix9ine,MALA
The Chainsmokers,Last Day Alive
Jonas Brothers,Burnin' Up
Miley Cyrus,Handstand
Halsey,Ashley
Ghostluvme,Fact
Lil Baby,From Now On
Ed Sheeran,I Don't Want Your Money
Doja Cat,Imagine
Future,Never Stop
Gunna,3 Headed Snake
JhenÃ© Aiko,None Of Your Concern
Gunna,World Is Yours (Lil Baby & Gunna)
A Tribe Called Quest,Whateva Will Be
Dua Lipa,Hallucinate
Lil Yachty,TALK TO ME NICE
Gucci Mane,King Snipe
G-Eazy,Hate The Way
Colbie Caillat,Try
Eminem,Tragic Endings
Lil Nas X,F9mily (You & Me)
Michael Jackson,Thriller
Russ,Missin You Crazy
Summer Walker,Reciprocate
Kendrick Lamar,Hood Politics
Future,Oxy
Ozuna,Del Mar
DMX,Where The Hood At
Lil Peep,Runaway
Taylor Swift,Carolina
Yeat,BÃ«ttr 0ff
Trippie Redd,They Afraid Of You
Pusha T,Come Back Baby
Migos,Antisocial
Polo G,Heart of a Giant
Lady Gaga,Enigma
Jonas Brothers,Don't Throw it Away
Playboi Carti,ILoveUIHateU
Lil Yachty,SaintLaurentYSL
Tame Impala,Posthumous Forgiveness
Future,Tycoon
Ed Sheeran,Nothing On You
Skrillex,Rumble
Morgan Wallen,"Rednecks, Red Letters, Red Dirt"
Frank Ocean,Moon River
AminÃ©,Woodlawn
Juice WRLD,The Bees Knees
Rod Wave,Cold December
Cole Swindell,Flatliner
Paris Paloma,labour
Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello)
Jonas Brothers,Every Single Time
ZAYN,wRoNg
Chance the Rapper,I Got You (Always and Forever)
Ed Sheeran,Way To Break My Heart
Joji,Like You Do
Kodak Black,Gnarly
Shawn Mendes,Teach Me How To Love
XXXTENTACION,schizophrenia
Justin Bieber,That's What Love Is
Lady Gaga,Replay
Steve Aoki,I Love It When You Cry (Moxoki)
Kehlani,Toxic
DJ Khaled,LET'S PRAY
Daniel Caesar,LOVE AGAIN
Future,THE WAY THINGS GOING
Zach Bryan,Heavy Eyes
Gunna,private island
Dream,Change My Clothes
21 Savage,letter 2 my momma
Daniel Caesar,Do You Like Me?
Mae Stephens,If We Ever Broke Up
Glass Animals,Tangerine
Polo G,Bloody Canvas
Chris Brown,Zero
Future,F&N
Lil Baby,Same Thing
Tyga,Haute
Migos,Open It Up
Lorde,The Louvre
JID,Dance Now
NF,PAID MY DUES
J Balvin,MOJAITA
Pop Smoke,Genius
Brent Faiyaz,FYTB (FEAT. JOONY)
Pop Smoke,More Time
Ariana Grande,Greedy
Ski Mask The Slump God,Carbonated Water
Young Thug,Rich Nigga Shit
Hozier,All Things End
Polo G,Go Part 1
The Chainsmokers,Family
Nicki Minaj,Chun Swae
BTS,Moon
Emeli SandÃ©,Next to Me
Khalid,Last Call
Trippie Redd,Elevate & Motivate
Chance the Rapper,Blessings
Wiz Khalifa,Real Rich
Dream,Mask
YoungBoy Never Broke Again,Lil Top
Fall Out Boy,Irresistible
Bryson Tiller,Rambo
KAROL G,PERO TÃ
The Kid LAROI,I GUESS IT'S LOVE?
Camila Cabello,psychofreak
Gucci Mane,Potential
Mac Miller,Here We Go
Brent Faiyaz,HEAL YOUR HEART (INTERLUDE)
Machine Gun Kelly,kiss kiss
Yo Gotti,Pose
Machine Gun Kelly,title track
Joji,NITROUS
A$AP Mob,Telephone Calls
Playboi Carti,Stop Breathing
Gunna,ARGENTINA
Paramore,Running Out Of Time
Luke Combs,Outrunnin' Your Memory
Kevin Gates,Change Lanes
$NOT,Whipski
Kehlani,up at night
Future,Promise U That
Brent Faiyaz,WASTING TIME (FEAT. DRAKE & THE NEPTUNES)
RM,Wild Flower
Jonas Brothers,I Need You Christmas
Future,WRLD On Drugs
Panic! At The Disco,King Of The Clouds
Ski Mask The Slump God,Cat Piss
ScHoolboy Q,Dangerous
Kali Uchis,fue mejor
Frank Ocean,Solo
A Boogie Wit da Hoodie,Flood My Wrist
Taylor Swift,Come In With The Rain (Taylorâs Version)
Rich The Kid,Too Gone
Twenty One Pilots,Pet Cheetah
Pusha T,Santeria
Joji,Upgrade
NLE Choppa,Matrix
Lil Wayne,Funeral
Ski Mask The Slump God,Far Gone
Logic,AfricAryaN
Lil Baby,Realist In It
Fall Out Boy,The Kids Aren't Alright
Frank Ocean,Cayendo (Side A
Pop Smoke,Tunnel Vision (Outro)
Summer Walker,Stretch You Out
A$AP Rocky,CALLDROPS
Yeat,Nun id change
Big Sean,Same Time Pt. 1
Gunna,livin wild
Meek Mill,Oodles O' Noodles Babies
Khalid,9.13
Dreamville,Oh Wow...Swerve
Coi Leray,Blick Blick
hemlocke springs,girlfriend
Frank Ocean,Nights
Lil Peep,Broken Smile (My All)
Lil Wayne,Kant Nobody
21 Savage,good day
Pentatonix,Amazing Grace (My Chains Are Gone)
Twenty One Pilots,Cut My Lip
Chance the Rapper,My Own Thing
Doja Cat,Alone
5 Seconds of Summer,Wildflower
Migos,Jane
Kendrick Lamar,For Free?
Agust D,Daechwita
Migos,Vaccine
Future,Rocket Ship
Future,RACKS BLUE
Falling In Reverse,Watch The World Burn
Frank Sinatra,Santa Claus Is Comin' to Town
Brantley Gilbert,One Hell Of An Amen
Playboi Carti,Love Hurts
BLACKPINK,Crazy Over You
Lil Skies,Stop The Madness
Future,Good Dope
Ty Dolla $ign,Expensive
Machine Gun Kelly,drug dealer
Logic,Still Ballin
Kings of Leon,Waste A Moment
Lil Baby,Underdog (Lil Baby & Gunna)
$uicideboy$,Escape From BABYLON
Chance the Rapper,Roo
JIN,The Astronaut
Future,Harlem Shake
Future,Plastic
Lil Tecca,CHOPPA SHOOT THE LOUDEST
Eminem,Nowhere Fast
Stevie Wonder,Someday At Christmas
Steve Lacy,Helmet
Camila Cabello,In the Dark
Bryson Tiller,Years Go By
Juice WRLD,10 Feet
Calvin Harris,Miracle
BLACKPINK,Hard to Love
Dua Lipa,Pretty Please
Trippie Redd,Leray
Logic,Open Mic\\Aquarius III
blackbear,if i were u
Pentatonix,Dance of the Sugar Plum Fairy
Lil Baby,Frozen
Future,Shorty
Selena Gomez,People You Know
Trippie Redd,This Ain't That
A$AP Ferg,Jet Lag
Roddy Ricch,Twin
KAROL G,OJOS FERRARI
Meghan Trainor,My Kind Of Present
Post Malone,Cooped Up / Return Of The Mack
Future,My Collection
Migos,Flooded
Summer Walker,Unloyal
Jonas Brothers,Hesitate
TOOL,Pneuma
JISOO,FLOWER
Takeoff,She Gon Wink
Miley Cyrus,Wildcard
Machine Gun Kelly,lonely
Taylor Swift,The Other Side Of The Door (Taylorâs Version)
Popcaan,We Caa Done
Lee Brice,I Don't Dance
Migos,Picasso
Lana Del Rey,Love song
Lady Gaga,Sine From Above
A Boogie Wit da Hoodie,24 Hours
Logic,Mos Definitely
Nardo Wick,Hot Boy
Bryson Tiller,Stay Blessed
Ice Spice,Gangsta Boo
Lil Yachty,the ride-
The Chainsmokers,Young
Porky Slim,Space Legend
Joji,High Hopes
Kehlani,All Me
Don Toliver,Embarrassed
Pop Smoke,Manslaughter
Joyner Lucas,Revenge
Future,POA
XXXTENTACION,Royalty
Quavo,HUNCHO DREAMS
The Chainsmokers,It Won't Kill Ya
Tinashe,Pretend
Dierks Bentley,Drunk On A Plane
Chance the Rapper,Big Fish
Twenty One Pilots,Bandito
Polo G,Heartless
J Balvin,YO LE LLEGO
Future,Hard To Choose One
Logic,DadBod
Michael BublÃ©,Cold December Night
BTS,Airplane pt.2
Future,Temptation
Polo G,So Real
Cordae,Two Tens
Selena Gomez,A Sweeter Place
OB OBrien,Schemin Up
Lil Baby,We Should
Luke Combs,Joe
J. Cole,St. Tropez
Young Thug,Ecstasy
Khalid,Present
Kygo,Broken Glass
Justin Bieber,At Least For Now
The 7 Dimensions,Faygo
Joji,Mr. Hollywood
Khalid,Salem's Interlude
2 Chainz,High Top Versace
Drake,Connect
Pusha T,Rock N Roll
Eslabon Armado,SI SUPIERAS
Eminem,Love The Way You Lie
Nicki Minaj,Ganja Burn
Belly,"Belly, The Weeknd"
KAROL G,MAÃANA SERÃ BONITO
Saweetie,Back to the Streets
Playboi Carti,Teen X
Brent Faiyaz,ROLE MODEL
Panic! At The Disco,One Of The Drunks
Sam Smith,Midnight Train
Dua Lipa,Cool
Future,HiTek Tek
Migos,Type Shit
Demi Lovato,Dancing With The Devil
Future,Different
DJ Khaled,KEEP GOING
Nicki Minaj,LLC
Jana Kramer,I Got The Boy
Tame Impala,Is It True
Polo G,Broken Guitars
Becky G,Can't Stop Dancin'
Logic,clickbait
Bryson Tiller,Always Forever
Stormzy,Own It
Kodak Black,Identity Theft
Smino,90 Proof
Drake,4pm in Calabasas
Lil Yachty,Split/Whole Time
Miley Cyrus,Island
Lil Tjay,Goin Up
KAROL G,BESTIES
Lil Baby,Who I Want
Machine Gun Kelly,fake love don't last
PSY,That That (prod. & feat. SUGA of BTS)
Roddy Ricch,Real Talk
Ava Max,Christmas Without You
Joji,Normal People
Future,CUDDLE MY WRIST
Lil Wayne,Feelin' Like Tunechi
Brent Faiyaz,VILLAIN'S THEME
Trippie Redd,Real Feel
BLACKPINK,Love To Hate Me
YG,BULLETPROOF
Trippie Redd,Diamond Minds
Chase Rice,Ready Set Roll
Lil Uzi Vert,Malfunction
Lil Wayne,Dreams
TWICE,Talk that Talk
Thomas Rhett,Make Me Wanna
Ty Dolla $ign,Purple Emoji
Otto Knows,Next to Me
Headie One,Only You Freestyle
Kid Cudi,Do What I Want
Panic! At The Disco,Crazy=Genius
Carpenters,Merry Christmas Darling
Post Malone,"New Recording 12, Jan 3, 2020"
Lil Tecca,Amigo
A$AP Rocky,Purity
The Kid LAROI,SAME ENERGY
Trippie Redd,KRZY TRAIN
Lil Skies,Breathe
Chance the Rapper,The Big Day
Lady Gaga,Chromatica II
ROSALÃA,LLYLM
Normani,Checklist
MKTO,American Dream
Gucci Mane,Stunting Ain't Nuthin
Morgan Wallen,Country A$$ Shit
Sada Baby,Whole Lotta Choppas (Remix)
G-Eazy,You Got Me
Big Sean,Sunday Morning Jetpack
Lil Nas X,Kick It
El Chachito,En Paris
Rihanna,Pon de Replay
Kehlani,Change Your Life
Harry Styles,Ever Since New York
Pop Smoke,Woo Baby
Morgan Wallen,Somethinâ Country
Lana Del Rey,Venice Bitch
J. Cole,Hello
Lil Uzi Vert,Early 20 Rager
Summer Walker,You Donât Know Me
Joji,777
Pop Smoke,Diana
A Boogie Wit da Hoodie,Love Drugs and Sex
Ski Mask The Slump God,So High
Summer Walker,Constant Bullshit
Rihanna,Born Again
NAV,Don't Need Friends
KSI,Lose
Migos,Movin' Too Fast
Katy Perry,Cozy Little Christmas
Gunna,Wit It
Taylor Swift,Superstar (Taylorâs Version)
TOMORROW X TOGETHER,Tinnitus (Wanna be a rock)
The 1975,Somebody Else
blackbear,gfy
